participant_id,explanation_type,construct,mean_rating,n_ratings,explanation_type_name
P025,B,perceived_effectiveness,4.5,8,Local feature-attribution / key-factor explanation
P025,B,satisfaction,3.75,8,Local feature-attribution / key-factor explanation
P025,B,trust,4.125,8,Local feature-attribution / key-factor explanation
P025,B,usability_understandability,4.125,8,Local feature-attribution / key-factor explanation
P025,C,perceived_effectiveness,4.625,8,Counterfactual explanation
P025,C,satisfaction,3.875,8,Counterfactual explanation
P025,C,trust,3.875,8,Counterfactual explanation
P025,C,usability_understandability,4.0,8,Counterfactual explanation
P025,D,perceived_effectiveness,3.375,8,LLM natural-language explanation
P025,D,satisfaction,3.0,8,LLM natural-language explanation
P025,D,trust,3.0,8,LLM natural-language explanation
P025,D,usability_understandability,3.0,8,LLM natural-language explanation
P025,E,perceived_effectiveness,6.625,8,Doctor-written-style explanation
P025,E,satisfaction,6.25,8,Doctor-written-style explanation
P025,E,trust,6.375,8,Doctor-written-style explanation
P025,E,usability_understandability,6.375,8,Doctor-written-style explanation
P026,A,perceived_effectiveness,7.0,8,Rule-based decision path
P026,A,satisfaction,7.0,8,Rule-based decision path
P026,A,trust,7.0,8,Rule-based decision path
P026,A,usability_understandability,6.125,8,Rule-based decision path
P026,B,perceived_effectiveness,5.375,8,Local feature-attribution / key-factor explanation
P026,B,satisfaction,4.375,8,Local feature-attribution / key-factor explanation
P026,B,trust,4.25,8,Local feature-attribution / key-factor explanation
P026,B,usability_understandability,4.25,8,Local feature-attribution / key-factor explanation
P026,C,perceived_effectiveness,4.5,8,Counterfactual explanation
P026,C,satisfaction,3.625,8,Counterfactual explanation
P026,C,trust,3.5,8,Counterfactual explanation
P026,C,usability_understandability,4.625,8,Counterfactual explanation
P026,D,perceived_effectiveness,3.875,8,LLM natural-language explanation
P026,D,satisfaction,2.75,8,LLM natural-language explanation
P026,D,trust,2.875,8,LLM natural-language explanation
P026,D,usability_understandability,2.75,8,LLM natural-language explanation
P026,E,perceived_effectiveness,6.375,8,Doctor-written-style explanation
P026,E,satisfaction,6.25,8,Doctor-written-style explanation
P026,E,trust,6.375,8,Doctor-written-style explanation
P026,E,usability_understandability,6.125,8,Doctor-written-style explanation
P027,A,perceived_effectiveness,6.75,8,Rule-based decision path
P027,A,satisfaction,6.875,8,Rule-based decision path
P027,A,trust,6.875,8,Rule-based decision path
P027,A,usability_understandability,6.375,8,Rule-based decision path
P027,B,perceived_effectiveness,4.75,8,Local feature-attribution / key-factor explanation
P027,B,satisfaction,4.25,8,Local feature-attribution / key-factor explanation
P027,B,trust,4.0,8,Local feature-attribution / key-factor explanation
P027,B,usability_understandability,4.375,8,Local feature-attribution / key-factor explanation
P027,C,perceived_effectiveness,4.125,8,Counterfactual explanation
P027,C,satisfaction,4.25,8,Counterfactual explanation
P027,C,trust,4.0,8,Counterfactual explanation
P027,C,usability_understandability,4.625,8,Counterfactual explanation
P027,D,perceived_effectiveness,3.125,8,LLM natural-language explanation
P027,D,satisfaction,3.75,8,LLM natural-language explanation
P027,D,trust,3.75,8,LLM natural-language explanation
P027,D,usability_understandability,3.5,8,LLM natural-language explanation
P027,E,perceived_effectiveness,6.5,8,Doctor-written-style explanation
P027,E,satisfaction,6.125,8,Doctor-written-style explanation
P027,E,trust,6.0,8,Doctor-written-style explanation
P027,E,usability_understandability,6.625,8,Doctor-written-style explanation
P028,A,perceived_effectiveness,6.2,10,Rule-based decision path
P028,A,satisfaction,6.8,10,Rule-based decision path
P028,A,trust,6.6,10,Rule-based decision path
P028,A,usability_understandability,6.5,10,Rule-based decision path
P028,B,perceived_effectiveness,4.0,7,Local feature-attribution / key-factor explanation
P028,B,satisfaction,4.285714285714286,7,Local feature-attribution / key-factor explanation
P028,B,trust,4.142857142857143,7,Local feature-attribution / key-factor explanation
P028,B,usability_understandability,4.142857142857143,7,Local feature-attribution / key-factor explanation
P028,C,perceived_effectiveness,3.6666666666666665,6,Counterfactual explanation
P028,C,satisfaction,3.5,6,Counterfactual explanation
P028,C,trust,3.5,6,Counterfactual explanation
P028,C,usability_understandability,3.6,5,Counterfactual explanation
P028,D,perceived_effectiveness,1.4444444444444444,9,LLM natural-language explanation
P028,D,satisfaction,1.1111111111111112,9,LLM natural-language explanation
P028,D,trust,1.4444444444444444,9,LLM natural-language explanation
P028,D,usability_understandability,1.3333333333333333,9,LLM natural-language explanation
P028,E,perceived_effectiveness,6.25,8,Doctor-written-style explanation
P028,E,satisfaction,5.625,8,Doctor-written-style explanation
P028,E,trust,6.0,8,Doctor-written-style explanation
P028,E,usability_understandability,6.375,8,Doctor-written-style explanation
P029,A,perceived_effectiveness,7.0,9,Rule-based decision path
P029,A,satisfaction,6.777777777777778,9,Rule-based decision path
P029,A,trust,6.888888888888889,9,Rule-based decision path
P029,A,usability_understandability,7.0,9,Rule-based decision path
P029,B,perceived_effectiveness,5.666666666666667,6,Local feature-attribution / key-factor explanation
P029,B,satisfaction,5.333333333333333,6,Local feature-attribution / key-factor explanation
P029,B,trust,5.5,6,Local feature-attribution / key-factor explanation
P029,B,usability_understandability,5.0,6,Local feature-attribution / key-factor explanation
P029,C,perceived_effectiveness,3.7777777777777777,9,Counterfactual explanation
P029,C,satisfaction,3.4444444444444446,9,Counterfactual explanation
P029,C,trust,3.4444444444444446,9,Counterfactual explanation
P029,C,usability_understandability,2.888888888888889,9,Counterfactual explanation
P029,D,perceived_effectiveness,1.625,8,LLM natural-language explanation
P029,D,satisfaction,1.125,8,LLM natural-language explanation
P029,D,trust,1.25,8,LLM natural-language explanation
P029,D,usability_understandability,1.125,8,LLM natural-language explanation
P029,E,perceived_effectiveness,5.875,8,Doctor-written-style explanation
P029,E,satisfaction,5.875,8,Doctor-written-style explanation
P029,E,trust,6.0,8,Doctor-written-style explanation
P029,E,usability_understandability,5.75,8,Doctor-written-style explanation
P030,A,perceived_effectiveness,6.625,8,Rule-based decision path
P030,A,satisfaction,6.625,8,Rule-based decision path
P030,A,trust,6.625,8,Rule-based decision path
P030,A,usability_understandability,6.875,8,Rule-based decision path
P030,B,perceived_effectiveness,4.125,8,Local feature-attribution / key-factor explanation
P030,B,satisfaction,4.375,8,Local feature-attribution / key-factor explanation
P030,B,trust,4.625,8,Local feature-attribution / key-factor explanation
P030,B,usability_understandability,4.5,8,Local feature-attribution / key-factor explanation
P030,C,perceived_effectiveness,3.5,8,Counterfactual explanation
P030,C,satisfaction,3.125,8,Counterfactual explanation
P030,C,trust,3.5,8,Counterfactual explanation
P030,C,usability_understandability,3.25,8,Counterfactual explanation
P030,D,perceived_effectiveness,1.5,8,LLM natural-language explanation
P030,D,satisfaction,1.5,8,LLM natural-language explanation
P030,D,trust,1.75,8,LLM natural-language explanation
P030,D,usability_understandability,1.375,8,LLM natural-language explanation
P030,E,perceived_effectiveness,5.875,8,Doctor-written-style explanation
P030,E,satisfaction,6.125,8,Doctor-written-style explanation
P030,E,trust,6.25,8,Doctor-written-style explanation
P030,E,usability_understandability,6.25,8,Doctor-written-style explanation
P031,A,perceived_effectiveness,6.375,8,Rule-based decision path
P031,A,satisfaction,6.75,8,Rule-based decision path
P031,A,trust,6.75,8,Rule-based decision path
P031,A,usability_understandability,6.625,8,Rule-based decision path
P031,B,perceived_effectiveness,5.0,8,Local feature-attribution / key-factor explanation
P031,B,satisfaction,4.0,8,Local feature-attribution / key-factor explanation
P031,B,trust,3.75,8,Local feature-attribution / key-factor explanation
P031,B,usability_understandability,4.25,8,Local feature-attribution / key-factor explanation
P031,C,perceived_effectiveness,5.0,7,Counterfactual explanation
P031,C,satisfaction,4.285714285714286,7,Counterfactual explanation
P031,C,trust,4.285714285714286,7,Counterfactual explanation
P031,C,usability_understandability,4.285714285714286,7,Counterfactual explanation
P031,D,perceived_effectiveness,4.125,8,LLM natural-language explanation
P031,D,satisfaction,3.0,8,LLM natural-language explanation
P031,D,trust,3.125,8,LLM natural-language explanation
P031,D,usability_understandability,3.625,8,LLM natural-language explanation
P031,E,perceived_effectiveness,6.714285714285714,7,Doctor-written-style explanation
P031,E,satisfaction,6.142857142857143,7,Doctor-written-style explanation
P031,E,trust,7.0,7,Doctor-written-style explanation
P031,E,usability_understandability,6.0,7,Doctor-written-style explanation
P032,A,perceived_effectiveness,6.875,8,Rule-based decision path
P032,A,satisfaction,6.5,8,Rule-based decision path
P032,A,trust,6.75,8,Rule-based decision path
P032,A,usability_understandability,6.625,8,Rule-based decision path
P032,B,perceived_effectiveness,5.375,8,Local feature-attribution / key-factor explanation
P032,B,satisfaction,4.0,8,Local feature-attribution / key-factor explanation
P032,B,trust,4.25,8,Local feature-attribution / key-factor explanation
P032,B,usability_understandability,4.75,8,Local feature-attribution / key-factor explanation
P032,C,perceived_effectiveness,5.25,8,Counterfactual explanation
P032,C,satisfaction,4.5,8,Counterfactual explanation
P032,C,trust,4.125,8,Counterfactual explanation
P032,C,usability_understandability,4.625,8,Counterfactual explanation
P032,D,perceived_effectiveness,3.875,8,LLM natural-language explanation
P032,D,satisfaction,2.625,8,LLM natural-language explanation
P032,D,trust,2.75,8,LLM natural-language explanation
P032,D,usability_understandability,3.0,8,LLM natural-language explanation
P032,E,perceived_effectiveness,6.714285714285714,7,Doctor-written-style explanation
P032,E,satisfaction,6.428571428571429,7,Doctor-written-style explanation
P032,E,trust,6.857142857142857,7,Doctor-written-style explanation
P032,E,usability_understandability,6.571428571428571,7,Doctor-written-style explanation
P033,A,perceived_effectiveness,6.875,8,Rule-based decision path
P033,A,satisfaction,7.0,8,Rule-based decision path
P033,A,trust,7.0,8,Rule-based decision path
P033,A,usability_understandability,6.25,8,Rule-based decision path
P033,B,perceived_effectiveness,4.875,8,Local feature-attribution / key-factor explanation
P033,B,satisfaction,4.0,8,Local feature-attribution / key-factor explanation
P033,B,trust,4.25,8,Local feature-attribution / key-factor explanation
P033,B,usability_understandability,4.875,8,Local feature-attribution / key-factor explanation
P033,C,perceived_effectiveness,4.75,8,Counterfactual explanation
P033,C,satisfaction,4.75,8,Counterfactual explanation
P033,C,trust,4.125,8,Counterfactual explanation
P033,C,usability_understandability,4.375,8,Counterfactual explanation
P033,D,perceived_effectiveness,4.25,8,LLM natural-language explanation
P033,D,satisfaction,3.125,8,LLM natural-language explanation
P033,D,trust,3.0,8,LLM natural-language explanation
P033,D,usability_understandability,3.625,8,LLM natural-language explanation
P033,E,perceived_effectiveness,6.428571428571429,7,Doctor-written-style explanation
P033,E,satisfaction,6.571428571428571,7,Doctor-written-style explanation
P033,E,trust,6.571428571428571,7,Doctor-written-style explanation
P033,E,usability_understandability,6.285714285714286,7,Doctor-written-style explanation
P034,A,perceived_effectiveness,6.857142857142857,7,Rule-based decision path
P034,A,satisfaction,6.714285714285714,7,Rule-based decision path
P034,A,trust,6.857142857142857,7,Rule-based decision path
P034,A,usability_understandability,6.857142857142857,7,Rule-based decision path
P034,B,perceived_effectiveness,5.1,10,Local feature-attribution / key-factor explanation
P034,B,satisfaction,5.7,10,Local feature-attribution / key-factor explanation
P034,B,trust,5.4,10,Local feature-attribution / key-factor explanation
P034,B,usability_understandability,5.9,10,Local feature-attribution / key-factor explanation
P034,C,perceived_effectiveness,3.8,10,Counterfactual explanation
P034,C,satisfaction,4.1,10,Counterfactual explanation
P034,C,trust,4.3,10,Counterfactual explanation
P034,C,usability_understandability,5.0,10,Counterfactual explanation
P034,D,perceived_effectiveness,1.2857142857142858,7,LLM natural-language explanation
P034,D,satisfaction,1.1428571428571428,7,LLM natural-language explanation
P034,D,trust,1.2857142857142858,7,LLM natural-language explanation
P034,D,usability_understandability,2.0,7,LLM natural-language explanation
P034,E,perceived_effectiveness,5.666666666666667,6,Doctor-written-style explanation
P034,E,satisfaction,6.333333333333333,6,Doctor-written-style explanation
P034,E,trust,6.5,6,Doctor-written-style explanation
P034,E,usability_understandability,6.833333333333333,6,Doctor-written-style explanation
P035,A,perceived_effectiveness,6.571428571428571,7,Rule-based decision path
P035,A,satisfaction,6.857142857142857,7,Rule-based decision path
P035,A,trust,6.714285714285714,7,Rule-based decision path
P035,A,usability_understandability,6.285714285714286,7,Rule-based decision path
P035,B,perceived_effectiveness,4.111111111111111,9,Local feature-attribution / key-factor explanation
P035,B,satisfaction,4.333333333333333,9,Local feature-attribution / key-factor explanation
P035,B,trust,4.0,9,Local feature-attribution / key-factor explanation
P035,B,usability_understandability,4.555555555555555,9,Local feature-attribution / key-factor explanation
P035,C,perceived_effectiveness,3.1,10,Counterfactual explanation
P035,C,satisfaction,2.9,10,Counterfactual explanation
P035,C,trust,2.9,10,Counterfactual explanation
P035,C,usability_understandability,3.3,10,Counterfactual explanation
P035,D,perceived_effectiveness,1.2857142857142858,7,LLM natural-language explanation
P035,D,satisfaction,1.4285714285714286,7,LLM natural-language explanation
P035,D,trust,1.2857142857142858,7,LLM natural-language explanation
P035,D,usability_understandability,1.1428571428571428,7,LLM natural-language explanation
P035,E,perceived_effectiveness,5.571428571428571,7,Doctor-written-style explanation
P035,E,satisfaction,5.714285714285714,7,Doctor-written-style explanation
P035,E,trust,6.0,7,Doctor-written-style explanation
P035,E,usability_understandability,5.857142857142857,7,Doctor-written-style explanation
P036,A,perceived_effectiveness,7.0,9,Rule-based decision path
P036,A,satisfaction,6.555555555555555,9,Rule-based decision path
P036,A,trust,6.555555555555555,9,Rule-based decision path
P036,A,usability_understandability,6.888888888888889,9,Rule-based decision path
P036,B,perceived_effectiveness,4.0,8,Local feature-attribution / key-factor explanation
P036,B,satisfaction,3.875,8,Local feature-attribution / key-factor explanation
P036,B,trust,4.125,8,Local feature-attribution / key-factor explanation
P036,B,usability_understandability,3.875,8,Local feature-attribution / key-factor explanation
P036,C,perceived_effectiveness,3.5,8,Counterfactual explanation
P036,C,satisfaction,3.25,8,Counterfactual explanation
P036,C,trust,3.125,8,Counterfactual explanation
P036,C,usability_understandability,3.375,8,Counterfactual explanation
P036,D,perceived_effectiveness,1.25,8,LLM natural-language explanation
P036,D,satisfaction,1.625,8,LLM natural-language explanation
P036,D,trust,1.25,8,LLM natural-language explanation
P036,D,usability_understandability,1.125,8,LLM natural-language explanation
P036,E,perceived_effectiveness,5.428571428571429,7,Doctor-written-style explanation
P036,E,satisfaction,5.714285714285714,7,Doctor-written-style explanation
P036,E,trust,5.714285714285714,7,Doctor-written-style explanation
P036,E,usability_understandability,5.428571428571429,7,Doctor-written-style explanation
P037,A,perceived_effectiveness,6.555555555555555,9,Rule-based decision path
P037,A,satisfaction,6.777777777777778,9,Rule-based decision path
P037,A,trust,6.888888888888889,9,Rule-based decision path
P037,A,usability_understandability,6.888888888888889,9,Rule-based decision path
P037,B,perceived_effectiveness,3.5,10,Local feature-attribution / key-factor explanation
P037,B,satisfaction,3.4,10,Local feature-attribution / key-factor explanation
P037,B,trust,3.6,10,Local feature-attribution / key-factor explanation
P037,B,usability_understandability,3.9,10,Local feature-attribution / key-factor explanation
P037,C,perceived_effectiveness,4.166666666666667,6,Counterfactual explanation
P037,C,satisfaction,4.0,6,Counterfactual explanation
P037,C,trust,4.5,6,Counterfactual explanation
P037,C,usability_understandability,4.833333333333333,6,Counterfactual explanation
P037,D,perceived_effectiveness,1.0,7,LLM natural-language explanation
P037,D,satisfaction,1.1428571428571428,7,LLM natural-language explanation
P037,D,trust,1.0,7,LLM natural-language explanation
P037,D,usability_understandability,1.5714285714285714,7,LLM natural-language explanation
P037,E,perceived_effectiveness,5.142857142857143,7,Doctor-written-style explanation
P037,E,satisfaction,5.285714285714286,7,Doctor-written-style explanation
P037,E,trust,5.428571428571429,7,Doctor-written-style explanation
P037,E,usability_understandability,5.714285714285714,7,Doctor-written-style explanation
P038,A,perceived_effectiveness,6.75,8,Rule-based decision path
P038,A,satisfaction,6.875,8,Rule-based decision path
P038,A,trust,6.625,8,Rule-based decision path
P038,A,usability_understandability,6.75,8,Rule-based decision path
P038,B,perceived_effectiveness,3.888888888888889,9,Local feature-attribution / key-factor explanation
P038,B,satisfaction,3.5555555555555554,9,Local feature-attribution / key-factor explanation
P038,B,trust,3.6666666666666665,9,Local feature-attribution / key-factor explanation
P038,B,usability_understandability,3.3333333333333335,9,Local feature-attribution / key-factor explanation
P038,C,perceived_effectiveness,3.5555555555555554,9,Counterfactual explanation
P038,C,satisfaction,3.3333333333333335,9,Counterfactual explanation
P038,C,trust,3.2222222222222223,9,Counterfactual explanation
P038,C,usability_understandability,3.6666666666666665,9,Counterfactual explanation
P038,D,perceived_effectiveness,1.2857142857142858,7,LLM natural-language explanation
P038,D,satisfaction,1.5714285714285714,7,LLM natural-language explanation
P038,D,trust,1.5714285714285714,7,LLM natural-language explanation
P038,D,usability_understandability,1.2857142857142858,7,LLM natural-language explanation
P038,E,perceived_effectiveness,5.857142857142857,7,Doctor-written-style explanation
P038,E,satisfaction,5.571428571428571,7,Doctor-written-style explanation
P038,E,trust,5.428571428571429,7,Doctor-written-style explanation
P038,E,usability_understandability,6.285714285714286,7,Doctor-written-style explanation
P039,A,perceived_effectiveness,6.714285714285714,7,Rule-based decision path
P039,A,satisfaction,6.428571428571429,7,Rule-based decision path
P039,A,trust,6.285714285714286,7,Rule-based decision path
P039,A,usability_understandability,6.857142857142857,7,Rule-based decision path
P039,B,perceived_effectiveness,4.333333333333333,9,Local feature-attribution / key-factor explanation
P039,B,satisfaction,3.6666666666666665,9,Local feature-attribution / key-factor explanation
P039,B,trust,3.3333333333333335,9,Local feature-attribution / key-factor explanation
P039,B,usability_understandability,3.888888888888889,9,Local feature-attribution / key-factor explanation
P039,C,perceived_effectiveness,3.8,10,Counterfactual explanation
P039,C,satisfaction,3.6,10,Counterfactual explanation
P039,C,trust,3.6,10,Counterfactual explanation
P039,C,usability_understandability,3.7,10,Counterfactual explanation
P039,D,perceived_effectiveness,1.2857142857142858,7,LLM natural-language explanation
P039,D,satisfaction,1.1428571428571428,7,LLM natural-language explanation
P039,D,trust,1.1428571428571428,7,LLM natural-language explanation
P039,D,usability_understandability,1.5714285714285714,7,LLM natural-language explanation
P039,E,perceived_effectiveness,6.142857142857143,7,Doctor-written-style explanation
P039,E,satisfaction,6.142857142857143,7,Doctor-written-style explanation
P039,E,trust,5.857142857142857,7,Doctor-written-style explanation
P039,E,usability_understandability,5.714285714285714,7,Doctor-written-style explanation
P041,A,perceived_effectiveness,7.0,8,Rule-based decision path
P041,A,satisfaction,6.875,8,Rule-based decision path
P041,A,trust,6.625,8,Rule-based decision path
P041,A,usability_understandability,6.375,8,Rule-based decision path
P041,B,perceived_effectiveness,5.5,8,Local feature-attribution / key-factor explanation
P041,B,satisfaction,4.125,8,Local feature-attribution / key-factor explanation
P041,B,trust,4.125,8,Local feature-attribution / key-factor explanation
P041,B,usability_understandability,4.25,8,Local feature-attribution / key-factor explanation
P041,C,perceived_effectiveness,5.25,8,Counterfactual explanation
P041,C,satisfaction,4.125,8,Counterfactual explanation
P041,C,trust,3.625,8,Counterfactual explanation
P041,C,usability_understandability,4.125,8,Counterfactual explanation
P041,D,perceived_effectiveness,4.25,8,LLM natural-language explanation
P041,D,satisfaction,2.625,8,LLM natural-language explanation
P041,D,trust,2.625,8,LLM natural-language explanation
P041,D,usability_understandability,2.875,8,LLM natural-language explanation
P041,E,perceived_effectiveness,6.5,8,Doctor-written-style explanation
P041,E,satisfaction,6.375,8,Doctor-written-style explanation
P041,E,trust,6.625,8,Doctor-written-style explanation
P041,E,usability_understandability,6.375,8,Doctor-written-style explanation
P042,A,perceived_effectiveness,7.0,8,Rule-based decision path
P042,A,satisfaction,6.75,8,Rule-based decision path
P042,A,trust,6.75,8,Rule-based decision path
P042,A,usability_understandability,6.375,8,Rule-based decision path
P042,B,perceived_effectiveness,5.125,8,Local feature-attribution / key-factor explanation
P042,B,satisfaction,3.875,8,Local feature-attribution / key-factor explanation
P042,B,trust,4.375,8,Local feature-attribution / key-factor explanation
P042,B,usability_understandability,4.125,8,Local feature-attribution / key-factor explanation
P042,C,perceived_effectiveness,5.0,7,Counterfactual explanation
P042,C,satisfaction,4.142857142857143,7,Counterfactual explanation
P042,C,trust,3.7142857142857144,7,Counterfactual explanation
P042,C,usability_understandability,4.0,7,Counterfactual explanation
P042,D,perceived_effectiveness,3.875,8,LLM natural-language explanation
P042,D,satisfaction,3.0,8,LLM natural-language explanation
P042,D,trust,3.0,8,LLM natural-language explanation
P042,D,usability_understandability,3.125,8,LLM natural-language explanation
P042,E,perceived_effectiveness,6.625,8,Doctor-written-style explanation
P042,E,satisfaction,6.125,8,Doctor-written-style explanation
P042,E,trust,6.625,8,Doctor-written-style explanation
P042,E,usability_understandability,6.125,8,Doctor-written-style explanation
P043,A,perceived_effectiveness,6.714285714285714,7,Rule-based decision path
P043,A,satisfaction,6.428571428571429,7,Rule-based decision path
P043,A,trust,6.428571428571429,7,Rule-based decision path
P043,A,usability_understandability,6.857142857142857,7,Rule-based decision path
P043,B,perceived_effectiveness,5.571428571428571,7,Local feature-attribution / key-factor explanation
P043,B,satisfaction,4.428571428571429,7,Local feature-attribution / key-factor explanation
P043,B,trust,4.285714285714286,7,Local feature-attribution / key-factor explanation
P043,B,usability_understandability,4.428571428571429,7,Local feature-attribution / key-factor explanation
P043,C,perceived_effectiveness,5.5,8,Counterfactual explanation
P043,C,satisfaction,3.5,8,Counterfactual explanation
P043,C,trust,3.375,8,Counterfactual explanation
P043,C,usability_understandability,4.375,8,Counterfactual explanation
P043,D,perceived_effectiveness,4.5,8,LLM natural-language explanation
P043,D,satisfaction,2.875,8,LLM natural-language explanation
P043,D,trust,3.25,8,LLM natural-language explanation
P043,D,usability_understandability,3.5,8,LLM natural-language explanation
P043,E,perceived_effectiveness,6.625,8,Doctor-written-style explanation
P043,E,satisfaction,6.125,8,Doctor-written-style explanation
P043,E,trust,6.625,8,Doctor-written-style explanation
P043,E,usability_understandability,6.25,8,Doctor-written-style explanation
P045,A,perceived_effectiveness,5.428571428571429,7,Rule-based decision path
P045,A,satisfaction,5.857142857142857,7,Rule-based decision path
P045,A,trust,6.0,7,Rule-based decision path
P045,A,usability_understandability,6.0,7,Rule-based decision path
P045,B,perceived_effectiveness,5.5,10,Local feature-attribution / key-factor explanation
P045,B,satisfaction,5.4,10,Local feature-attribution / key-factor explanation
P045,B,trust,5.7,10,Local feature-attribution / key-factor explanation
P045,B,usability_understandability,5.8,10,Local feature-attribution / key-factor explanation
P045,C,perceived_effectiveness,5.833333333333333,6,Counterfactual explanation
P045,C,satisfaction,6.0,6,Counterfactual explanation
P045,C,trust,6.333333333333333,6,Counterfactual explanation
P045,C,usability_understandability,6.333333333333333,6,Counterfactual explanation
P045,D,perceived_effectiveness,5.571428571428571,7,LLM natural-language explanation
P045,D,satisfaction,6.0,7,LLM natural-language explanation
P045,D,trust,6.142857142857143,7,LLM natural-language explanation
P045,D,usability_understandability,5.857142857142857,7,LLM natural-language explanation
P045,E,perceived_effectiveness,6.0,7,Doctor-written-style explanation
P045,E,satisfaction,6.285714285714286,7,Doctor-written-style explanation
P045,E,trust,6.285714285714286,7,Doctor-written-style explanation
P045,E,usability_understandability,5.714285714285714,7,Doctor-written-style explanation
P046,A,perceived_effectiveness,6.75,8,Rule-based decision path
P046,A,satisfaction,6.25,8,Rule-based decision path
P046,A,trust,6.875,8,Rule-based decision path
P046,A,usability_understandability,6.25,8,Rule-based decision path
P046,B,perceived_effectiveness,4.714285714285714,7,Local feature-attribution / key-factor explanation
P046,B,satisfaction,3.857142857142857,7,Local feature-attribution / key-factor explanation
P046,B,trust,4.428571428571429,7,Local feature-attribution / key-factor explanation
P046,B,usability_understandability,4.285714285714286,7,Local feature-attribution / key-factor explanation
P046,C,perceived_effectiveness,3.5714285714285716,7,Counterfactual explanation
P046,C,satisfaction,3.142857142857143,7,Counterfactual explanation
P046,C,trust,3.2857142857142856,7,Counterfactual explanation
P046,C,usability_understandability,3.2857142857142856,7,Counterfactual explanation
P046,D,perceived_effectiveness,1.5,8,LLM natural-language explanation
P046,D,satisfaction,1.5,8,LLM natural-language explanation
P046,D,trust,1.5,8,LLM natural-language explanation
P046,D,usability_understandability,1.625,8,LLM natural-language explanation
P046,E,perceived_effectiveness,5.777777777777778,9,Doctor-written-style explanation
P046,E,satisfaction,5.555555555555555,9,Doctor-written-style explanation
P046,E,trust,5.666666666666667,9,Doctor-written-style explanation
P046,E,usability_understandability,5.555555555555555,9,Doctor-written-style explanation
P047,A,perceived_effectiveness,6.8,10,Rule-based decision path
P047,A,satisfaction,6.6,10,Rule-based decision path
P047,A,trust,6.6,10,Rule-based decision path
P047,A,usability_understandability,6.9,10,Rule-based decision path
P047,B,perceived_effectiveness,5.285714285714286,7,Local feature-attribution / key-factor explanation
P047,B,satisfaction,5.142857142857143,7,Local feature-attribution / key-factor explanation
P047,B,trust,5.571428571428571,7,Local feature-attribution / key-factor explanation
P047,B,usability_understandability,4.857142857142857,7,Local feature-attribution / key-factor explanation
P047,C,perceived_effectiveness,3.0,6,Counterfactual explanation
P047,C,satisfaction,3.1666666666666665,6,Counterfactual explanation
P047,C,trust,3.3333333333333335,6,Counterfactual explanation
P047,C,usability_understandability,3.3333333333333335,6,Counterfactual explanation
P047,D,perceived_effectiveness,2.2222222222222223,9,LLM natural-language explanation
P047,D,satisfaction,2.111111111111111,9,LLM natural-language explanation
P047,D,trust,2.6666666666666665,9,LLM natural-language explanation
P047,D,usability_understandability,3.2222222222222223,9,LLM natural-language explanation
P047,E,perceived_effectiveness,4.625,8,Doctor-written-style explanation
P047,E,satisfaction,4.125,8,Doctor-written-style explanation
P047,E,trust,4.25,8,Doctor-written-style explanation
P047,E,usability_understandability,4.0,8,Doctor-written-style explanation
P048,A,perceived_effectiveness,6.8,10,Rule-based decision path
P048,A,satisfaction,6.6,10,Rule-based decision path
P048,A,trust,6.4,10,Rule-based decision path
P048,A,usability_understandability,6.4,10,Rule-based decision path
P048,B,perceived_effectiveness,4.8,5,Local feature-attribution / key-factor explanation
P048,B,satisfaction,3.8,5,Local feature-attribution / key-factor explanation
P048,B,trust,5.0,5,Local feature-attribution / key-factor explanation
P048,B,usability_understandability,4.8,5,Local feature-attribution / key-factor explanation
P048,C,perceived_effectiveness,3.8333333333333335,6,Counterfactual explanation
P048,C,satisfaction,3.3333333333333335,6,Counterfactual explanation
P048,C,trust,3.1666666666666665,6,Counterfactual explanation
P048,C,usability_understandability,3.1666666666666665,6,Counterfactual explanation
P048,D,perceived_effectiveness,1.3,10,LLM natural-language explanation
P048,D,satisfaction,1.4,10,LLM natural-language explanation
P048,D,trust,1.9,10,LLM natural-language explanation
P048,D,usability_understandability,1.3,10,LLM natural-language explanation
P048,E,perceived_effectiveness,5.555555555555555,9,Doctor-written-style explanation
P048,E,satisfaction,5.111111111111111,9,Doctor-written-style explanation
P048,E,trust,5.888888888888889,9,Doctor-written-style explanation
P048,E,usability_understandability,5.111111111111111,9,Doctor-written-style explanation
P049,A,perceived_effectiveness,6.7,10,Rule-based decision path
P049,A,satisfaction,6.6,10,Rule-based decision path
P049,A,trust,6.5,10,Rule-based decision path
P049,A,usability_understandability,6.8,10,Rule-based decision path
P049,B,perceived_effectiveness,5.714285714285714,7,Local feature-attribution / key-factor explanation
P049,B,satisfaction,4.571428571428571,7,Local feature-attribution / key-factor explanation
P049,B,trust,4.571428571428571,7,Local feature-attribution / key-factor explanation
P049,B,usability_understandability,5.428571428571429,7,Local feature-attribution / key-factor explanation
P049,C,perceived_effectiveness,4.0,5,Counterfactual explanation
P049,C,satisfaction,3.6,5,Counterfactual explanation
P049,C,trust,3.8,5,Counterfactual explanation
P049,C,usability_understandability,3.8,5,Counterfactual explanation
P049,D,perceived_effectiveness,3.125,8,LLM natural-language explanation
P049,D,satisfaction,3.25,8,LLM natural-language explanation
P049,D,trust,3.625,8,LLM natural-language explanation
P049,D,usability_understandability,3.25,8,LLM natural-language explanation
